HJD              Vmag     Imag
2454239.687940   8.3509   7.2127
2454239.726860   8.3410   7.1956
2454240.692430   8.2231   7.1003
2454240.740090   8.2222   7.1005
2454241.681500   8.2794   7.1535
2454241.721930   8.2935   7.1614
2454242.680000   8.2553   7.1336
2454242.718900   8.2487   7.1321
2454243.682130   8.2120   7.1059
2454243.720800   8.2123   7.1060
2454244.716190   8.3152   7.1692
2454245.681780   8.2012   7.0916
2454245.725630   8.2118   7.0994
2454246.673970   8.3163   7.1686
2454247.667500   8.2185   7.0811
2454248.719850   8.2548   7.1370
2454249.728140   8.2612   7.1302
2454250.725960   8.2160   7.0955
2454251.687170   8.3287   7.1933
2454251.725220   8.3301   7.1858
2454257.722910   8.2126   7.1077
2454258.723790   8.3312   7.1856
2454258.780230   8.3369   7.1919
2454259.690760   8.2281   7.1059
2454259.728700   8.2311   7.1163
2454260.723400   8.2530   7.1400
2454260.777470   8.2749   7.1580
2454261.691020   8.2667   7.1364
2454261.729010   8.2653   7.1358
2454264.710890   8.2314   7.1157
2454265.693030   8.2925   7.1653
2454266.721660   8.2215   7.0920
2454268.693190   8.3280   7.1869
2454269.693560   8.2071   7.0919
2454269.752180   8.2211   7.1061
2454270.693800   8.3324   7.1921
2454270.745700   8.3568   7.2072
2454271.692100   8.2069   7.0881
2454272.741920   8.2768   7.1532
2454273.687710   8.2776   7.1376
2454273.740880   8.2790   7.1380
2454274.687580   8.2177   7.1142
2454274.736240   8.2495   7.1242
2454275.734200   8.3572   7.2065
2454278.687600   8.2344   7.1013
2454278.727750   8.2230   7.0948
2454284.686010   8.2789   7.1391
2454285.686110   8.2760   7.1465
2454441.041630   8.2752   7.1641
2454441.048080   8.2812   7.1669
2454449.022210   8.3233   7.1679
2454453.010030   8.2677   7.1379
2454454.013650   8.3184   7.1838
2454455.004720   8.3374   7.1873
2454456.999110   8.3361   7.1804
2454457.005540   8.3819   7.2227
2454458.002120   8.2341   7.1022
2454458.994630   8.3761   7.2129
2454459.001070   8.3768   7.2164
2454459.990020   8.3095   7.1613
2454459.996460   8.3168   7.1775
2454460.991880   8.3185   7.1757
2454462.988150   8.2188   7.0721
2454464.981370   8.2651   7.1398
2454466.001140   8.3737   7.2124
2454474.955780   8.2593   7.1380
2454475.947830   8.3703   7.2226
2454475.954280   8.3682   7.2170
2454476.949330   8.2676   7.1458
2454476.976500   8.2536   7.1314
2454477.944200   8.3494   7.1848
2454477.950660   8.3422   7.1902
2454478.942430   8.3576   7.2087
2454478.969040   8.3544   7.2005
2454480.943430   8.3918   7.2425
2454483.926920   8.3107   7.1768
2454483.933350   8.3138   7.1825
2454485.925690   8.3820   7.2225
2454495.896620   8.3067   7.1659
2454496.930790   8.3289   7.1785
2454498.888290   8.2275   7.1012
2454498.894710   8.2134   7.1005
2454499.885780   8.4017   7.2539
2454499.892240   8.4073   7.2498
2454503.876880   8.2499   7.1272
2454503.905790   8.2761   7.1482
2454504.872720   8.3846   7.2312
2454504.879170   8.3946   7.2489
2454505.872380   8.2157   7.1125
2454505.904690   8.2099   7.1006
2454506.880840   8.3705   7.2276
2454506.904660   8.3778   7.2345
2454508.860680   8.3087   7.1842
2454509.861590   8.3723   7.2227
2454519.857330   8.2893   7.1718
2454520.831610   8.2946   7.1617
2454520.866470   8.3132   7.1836
2454521.827210   8.3946   7.2277
2454522.860310   8.2223   7.1046
2454523.823570   8.3889   7.2362
2454523.898430   8.3970   7.2562
2454524.818740   8.2271   7.1272
2454524.856210   8.2261   7.1233
2454525.851860   8.3371   7.2065
2454526.814100   8.3045   7.1884
2454527.809990   8.2129   7.1206
2454527.848120   8.2434   7.1373
2454529.811580   8.2126   7.1128
2454529.882890   8.2003   7.1048
2454531.801420   8.3062   7.1866
2454531.876220   8.2752   7.1530
2454532.801810   8.3083   7.1649
2454533.796160   8.4126   7.2653
2454533.870500   8.3973   7.2543
2454534.794290   8.2186   7.1153
2454534.904800   8.2269   7.1212
2454535.791570   8.4220   7.2716
2454535.865920   8.4265   7.2718
2454536.787280   8.2569   7.1418
2454536.822560   8.2542   7.1463
2454537.786000   8.3318   7.2027
2454537.860410   8.3470   7.2071
2454539.783940   8.2427   7.1220
2454539.854960   8.2572   7.1389
2454540.852360   8.2449   7.1666
2454544.768170   8.2668   7.1343
2454544.784320   8.2778   7.1554
2454545.770300   8.4122   7.2524
2454545.782690   8.4210   7.2619
2454546.768690   8.2204   7.1056
2454548.754960   8.2507   7.1349
2454548.830670   8.2437   7.1179
2454550.747200   8.3588   7.2084
2454550.805830   8.3446   7.1972
2454538.789610   8.3699   7.2280
2454538.879430   8.3435   7.2155
2454538.952320   8.3215   7.1948
2454538.977330   8.3097   7.1769
2454552.749010   8.4435   7.2769
2454552.776690   8.4372   7.2737
2454553.745650   8.2332   7.1195
2454553.780550   8.2190   7.1048
2454554.744520   8.3719   7.2265
2454554.779370   8.3818   7.2323
2454555.741920   8.3076   7.1863
2454555.776890   8.2979   7.1833
2454556.764400   8.2761   7.1551
2454557.765330   8.4133   7.2598
2454559.729600   8.4133   7.2675
2454549.756580   8.3144   7.1723
2454559.759650   8.4240   7.2666
2454560.729020   8.2580   7.1514
2454560.762640   8.2463   7.1395
2454561.720150   8.3064   7.1831
2454561.771340   8.3225   7.1916
2454562.717430   8.3695   7.2221
2454562.755790   8.3513   7.2040
2454563.714280   8.2310   7.1157
2454563.770400   8.2391   7.1277
2454564.709430   8.4340   7.2630
2454564.761770   8.4364   7.2739
2454565.712800   8.2374   7.1265
2454565.818690   8.2276   7.1252
2454566.817070   8.3676   7.2117
2454567.701470   8.3178   7.1910
2454568.704790   8.2543   7.1302
2454568.810480   8.2704   7.1452
2454576.835750   8.4132   7.2574
2454577.678010   8.2450   7.1228
2454577.810520   8.2371   7.1129
2454579.679180   8.3189   7.1776
2454579.806710   8.2961   7.1646
2454580.670040   8.2277   7.1048
2454580.778490   8.2500   7.1212
2454581.670520   8.3892   7.2302
2454581.800520   8.3784   7.2271
2454583.771080   8.3852   7.2296
2454584.792440   8.2652   7.1376
2454586.749170   8.3268   7.1766
2454587.671010   8.2148   7.1114
2454587.724470   8.2262   7.1180
2454588.745500   8.3830   7.2427
2454588.807090   8.3799   7.2230
2454589.741490   8.2531   7.1137
2454591.772700   8.2993   7.1662
2454592.674140   8.2284   7.1123
2454592.730960   8.2341   7.1182
2454594.662670   8.2308   7.1070
2454596.677020   8.2836   7.1540
2454596.732930   8.2779   7.1526
2454611.750350   8.2303   7.1190
2454616.727360   8.2316   7.1141
2454611.812270   8.2230   7.1116
2454612.705970   8.3272   7.1931
2454612.739860   8.3290   7.1822
2454613.706410   8.2812   7.1474
2454613.745670   8.2718   7.1369
2454614.703970   8.2955   7.1606
2454614.743240   8.2943   7.1547
2454615.704570   8.3076   7.1789
2454615.741200   8.3075   7.1606
2454617.696010   8.3337   7.1917
2454617.735310   8.3005   7.1617
2454618.734250   8.2596   7.1402
2454619.681820   8.3240   7.1951
2454620.727830   8.3075   7.1688
2454621.693080   8.2598   7.1331
2454621.728410   8.2739   7.1663
2454622.728580   8.2982   7.1747
2454629.683100   8.3088   7.1801
2454630.698910   8.2656   7.1128
2454631.656530   8.3199   7.1794
2454631.703450   8.3308   7.1848
2454632.695120   8.3326   7.1888
2454640.723740   8.2345   7.1217
2454640.742590   8.2177   7.0980
2454643.701340   8.3180   7.2070
2454643.729750   8.3026   7.1722
2454830.980670   8.2021   7.1026
2454831.974610   8.3256   7.2078
2454831.981060   8.3214   7.2077
2454832.972890   8.2665   7.1503
2454832.989710   8.2715   7.1419
2454833.970620   8.2868   7.1600
2454833.997780   8.2843   7.1524
2454834.970210   8.2569   7.1543
2454839.003660   8.3229   7.1812
2454839.954350   8.2654   7.1464
2454839.989350   8.2822   7.1595
2454840.955640   8.2448   7.1124
2454842.948560   8.2134   7.1054
2454844.941540   8.2796   7.1520
2454845.938570   8.2867   7.1480
2454846.937080   8.2759   7.1518
2454846.949620   8.2639   7.1349
2454847.940540   8.2230   7.1102
2454847.963100   8.2164   7.1032
2454860.904400   8.2908   7.1681
2454863.892320   8.3048   7.1777
2454865.015690   8.2458   7.1292
2454865.886340   8.2784   7.1724
2454865.921130   8.2708   7.1669
2454866.881090   8.2639   7.1163
2454866.887520   8.2674   7.1365
2454867.909880   8.2948   7.1671
2454869.047510   8.2931   7.1597
2454869.907200   8.2577   7.1359
2454875.888980   8.3019   7.1613
2454876.982620   8.2511   7.1377
2454882.968440   8.2759   7.1381
2454883.835460   8.2735   7.1549
2454884.834000   8.2736   7.1583
2454888.829970   8.2512   7.1283
2454891.813570   8.2810   7.1563
2454891.950220   8.2793   7.1565
2454892.812620   8.3247   7.1896
2454892.943840   8.3123   7.1718
2454893.809780   8.2668   7.1518
2454893.816210   8.2695   7.1509
2454921.731810   8.2841   7.1709
2454921.881120   8.2943   7.1892
2454921.908340   8.2902   7.1865
2454922.728990   8.2886   7.1756
2454922.766470   8.2859   7.1787
2454923.728840   8.2651   7.1625
2454924.740500   8.2870   7.1759
2454924.857820   8.2939   7.1891
2454925.720300   8.2559   7.1494
2454925.729210   8.2544   7.1415
2454926.821430   8.2850   7.1567
2454928.859950   8.2906   7.1772
2454930.894690   8.2523   7.1443
2454933.934690   8.3110   7.1717
2454934.827180   8.3072   7.1815
2454937.845950   8.2437   7.1541
2454938.789540   8.2793   7.1735
2454938.823730   8.2841   7.1773
2454939.701600   8.2894   7.1860
2454939.811340   8.2771   7.1765
2454940.701780   8.2509   7.1451
2454940.807520   8.2707   7.1522
2454941.702530   8.3133   7.1964
2454941.808770   8.3212   7.1983
2454942.705950   8.2470   7.1509
2454942.861960   8.2720   7.1672
2454942.908670   8.2883   7.1766
2454943.785180   8.3174   7.1787
2454944.700580   8.2812   7.1776
2454944.804280   8.2828   7.1804
2454945.800280   8.2937   7.1731
2454947.680570   8.2437   7.1496
2454948.692890   8.3340   7.1921
2454950.753750   8.3111   7.1849
2454950.797250   8.2947   7.1495
2454951.759310   8.3173   7.2024
2454951.803120   8.2895   7.1968
2454952.749420   8.2752   7.1541
2454958.731470   8.3199   7.2008
2454959.736060   8.2191   7.1210
2454959.782290   8.2406   7.1114
2454960.737200   8.3540   7.2029
2454960.778770   8.3374   7.1857
2454961.766770   8.2224   7.1145
2454962.727810   8.3218   7.1876
2454965.738720   8.3386   7.2104
2454974.740300   8.3088   7.1770
2454974.775560   8.3125   7.1855
2454975.732790   8.2944   7.1690
2454975.768070   8.2691   7.1464
2454976.768300   8.2403   7.1338
2454977.733720   8.3434   7.2366
2454979.759610   8.3403   7.2072
2454982.708740   8.3514   7.2304
2454983.753890   8.1990   7.1091
2455172.044330   8.3830   7.2520
2455176.030240   8.1855   7.1114
2455176.036720   8.1852   7.1057
2455178.025120   8.2370   7.1468
2455178.031590   8.2324   7.1397
2455184.010670   8.3651   7.2330
2455184.026090   8.3649   7.2467
2455185.010760   8.2722   7.1743
2455185.026580   8.2743   7.1814
2455186.006700   8.3007   7.1957
2455186.022130   8.3083   7.1992
2455189.992010   8.2446   7.1531
2455189.998480   8.2449   7.1504
2455191.987200   8.3036   7.1884
2455191.993680   8.3026   7.1848
2455195.975720   8.3623   7.2390
2455195.982200   8.3601   7.2357
2455197.971180   8.2972   7.1909
2455197.977650   8.2977   7.1775
2455198.968550   8.3045   7.1799
2455198.975020   8.3056   7.1766
2455199.966680   8.2028   7.1084
2455199.973150   8.2017   7.1135
2455201.960670   8.2588   7.1458
2455201.967140   8.2549   7.1428
2455202.960250   8.3352   7.2218
2455202.976090   8.3390   7.2232
2455203.957260   8.3004   7.1673
2455203.973070   8.3019   7.1811
2455204.951490   8.2563   7.1664
2455204.957960   8.2566   7.1642
2455208.941520   8.2962   7.1847
2455208.947990   8.2928   7.1864
2455210.017860   8.3250   7.2253
2455211.935150   8.2208   7.1356
2455211.941640   8.2141   7.1342
2455213.934510   8.2421   7.1518
2455221.907670   8.3389   7.1988
2455221.914140   8.3203   7.2082
2455236.869820   8.3281   7.2182
2455236.885320   8.3254   7.2098
2455237.867140   8.2842   7.1835
2455240.986180   8.3158   7.2087
2455241.032730   8.3193   7.1997
2455241.986640   8.2961   7.1853
2455242.033090   8.2885   7.1671
2455242.981710   8.2586   7.1555
2455243.025220   8.2586   7.1501
2455243.971020   8.3284   7.2000
2455244.976550   8.2897   7.1829
2455245.023040   8.2808   7.1674
2455245.970400   8.3484   7.2296
2455247.970100   8.2785   7.1716
2455253.953490   8.2758   7.1698
2455258.932600   8.2784   7.1684
2455258.967010   8.2718   7.1559
2455259.934690   8.2703   7.1589
2455259.981220   8.2819   7.1744
2455260.930960   8.2861   7.1760
2455260.977670   8.2755   7.1626
2455267.790380   8.3295   7.2256
2455267.886250   8.3130   7.2048
2455268.787610   8.2784   7.1752
2455268.830250   8.2791   7.1667
2455269.785020   8.3339   7.2260
2455269.880890   8.3465   7.2334
2455271.805420   8.2603   7.1631
2455271.831450   8.2632   7.1667
2455272.803120   8.3104   7.1961
2455272.873990   8.2946   7.1802
2455273.800420   8.2672   7.1702
2455273.871250   8.2634   7.1623
2455274.797470   8.3525   7.2328
2455274.864990   8.3496   7.2343
2455275.795330   8.2809   7.1724
2455275.866170   8.2807   7.1694
2455276.792710   8.2898   7.1922
2455276.863470   8.3097   7.2105
2455278.788150   8.2425   7.1283
2455280.784900   8.2907   7.1679
2455280.855620   8.2914   7.1740
2455281.778350   8.3347   7.2068
2455281.824530   8.3439   7.2216
2455282.763740   8.2621   7.1550
2455282.844970   8.2667   7.1587
2455283.763050   8.2671   7.1623
2455283.846880   8.2768   7.1759
2455284.762400   8.2873   7.1673
2455284.792380   8.2830   7.1694
2455286.764980   8.3384   7.2163
2455286.832630   8.3396   7.2139
2455290.760060   8.2736   7.1573
2455290.830990   8.2752   7.1725
2455291.822560   8.3046   7.1962
2455292.749130   8.2879   7.1795
2455293.746070   8.3323   7.2206
2455293.816800   8.3377   7.2236
2455294.764600   8.2583   7.1462
2455294.824670   8.2632   7.1573
2455295.765980   8.2849   7.1844
2455295.845870   8.2941   7.1806
2455296.818830   8.2719   7.1729
2455297.758320   8.2831   7.1669
2455297.831420   8.2795   7.1752
